Entity,Code,Year,Literacy rate among adults
Afghanistan,AFG,1979,18.0
Afghanistan,AFG,2011,31.0
Afghanistan,AFG,2015,33.75384
Afghanistan,AFG,2021,37.0
Albania,ALB,2001,99.0
Albania,ALB,2008,96.0
Albania,ALB,2011,97.0
Albania,ALB,2012,97.0
Albania,ALB,2017,98.81623
Algeria,DZA,1987,50.0
Algeria,DZA,2002,70.0
Algeria,DZA,2006,73.0
Algeria,DZA,2008,75.0
American Samoa,ASM,1980,97.0
Angola,AGO,2001,67.0
Angola,AGO,2014,66.0
Angola,AGO,2015,66.23586
Anguilla,AIA,1984,95.0
Antigua and Barbuda,ATG,2001,99.0
Argentina,ARG,1980,94.0
Argentina,ARG,1991,96.0
Argentina,ARG,2001,97.0
Armenia,ARM,1989,99.0
Armenia,ARM,2001,99.0
Armenia,ARM,2011,100.0
Armenia,ARM,2016,100.0
Armenia,ARM,2017,100.0
Armenia,ARM,2020,100.0
Armenia,ARM,2022,99.825
Aruba,ABW,2000,97.0
Aruba,ABW,2010,97.0
Azerbaijan,AZE,1999,99.0
Azerbaijan,AZE,2007,100.0
Azerbaijan,AZE,2009,100.0
Azerbaijan,AZE,2010,100.0
Azerbaijan,AZE,2011,100.0
Azerbaijan,AZE,2012,100.0
Azerbaijan,AZE,2013,100.0
Azerbaijan,AZE,2014,100.0
Azerbaijan,AZE,2015,100.0
Azerbaijan,AZE,2016,100.0
Azerbaijan,AZE,2017,100.0
Azerbaijan,AZE,2019,100.0
Azerbaijan,AZE,2023,100.0
Bahrain,BHR,1981,70.0
Bahrain,BHR,1991,84.0
Bahrain,BHR,2001,87.0
Bahrain,BHR,2022,98.0
Bahrain,BHR,2023,98.0
Bangladesh,BGD,1981,29.0
Bangladesh,BGD,1991,35.0
Bangladesh,BGD,2001,47.0
Bangladesh,BGD,2011,59.0
Bangladesh,BGD,2012,58.0
Bangladesh,BGD,2013,61.0
Bangladesh,BGD,2014,61.0
Bangladesh,BGD,2015,65.0
Bangladesh,BGD,2016,73.0
Bangladesh,BGD,2017,73.0
Bangladesh,BGD,2018,74.0
Bangladesh,BGD,2019,75.0
Bangladesh,BGD,2020,75.0
Bangladesh,BGD,2021,76.0
Bangladesh,BGD,2022,79.0
Barbados,BRB,1970,99.0
Belarus,BLR,1989,98.0
Belarus,BLR,1999,100.0
Belarus,BLR,2009,100.0
Belarus,BLR,2019,100.0
Belize,BLZ,1991,70.0
Belize,BLZ,2015,90.91604
Benin,BEN,1979,16.0
Benin,BEN,1992,27.0
Benin,BEN,2002,35.0
Benin,BEN,2017,38.87121
Benin,BEN,2019,48.99828
Benin,BEN,2021,43.83417
Benin,BEN,2022,51.37877
Bhutan,BTN,2005,53.0
Bhutan,BTN,2012,55.0
Bhutan,BTN,2017,67.0
Bolivia,BOL,1976,63.0
Bolivia,BOL,1992,80.0
Bolivia,BOL,2001,87.0
Bolivia,BOL,2007,91.0
Bolivia,BOL,2008,91.0
Bolivia,BOL,2009,91.0
Bolivia,BOL,2011,92.0
Bolivia,BOL,2012,94.0
Bolivia,BOL,2015,92.0
Bolivia,BOL,2020,94.0
Bosnia and Herzegovina,BIH,1991,89.0
Bosnia and Herzegovina,BIH,2000,97.0
Bosnia and Herzegovina,BIH,2013,97.0
Botswana,BWA,1991,69.0
Botswana,BWA,2003,81.0
Brazil,BRA,1980,75.0
Brazil,BRA,2000,86.0
Brazil,BRA,2004,89.0
Brazil,BRA,2006,90.0
Brazil,BRA,2007,90.0
Brazil,BRA,2008,90.0
Brazil,BRA,2009,90.0
Brazil,BRA,2010,90.0
Brazil,BRA,2011,91.0
Brazil,BRA,2012,91.0
Brazil,BRA,2013,91.0
Brazil,BRA,2014,92.0
Brazil,BRA,2015,92.0
Brazil,BRA,2016,93.0
Brazil,BRA,2017,93.0
Brazil,BRA,2018,93.0
Brunei,BRN,1981,78.0
Brunei,BRN,1991,88.0
Brunei,BRN,2001,93.0
Brunei,BRN,2011,96.0
Bulgaria,BGR,2001,98.0
Bulgaria,BGR,2011,98.0
Burkina Faso,BFA,1975,9.0
Burkina Faso,BFA,1991,14.0
Burkina Faso,BFA,1996,13.0
Burkina Faso,BFA,2003,22.0
Burkina Faso,BFA,2005,24.0
Burkina Faso,BFA,2006,22.0
Burkina Faso,BFA,2007,28.0
Burkina Faso,BFA,2014,35.0
Burkina Faso,BFA,2018,39.0
Burkina Faso,BFA,2019,30.0
Burkina Faso,BFA,2021,36.96738
Burkina Faso,BFA,2022,40.92361
Burundi,BDI,1979,23.0
Burundi,BDI,1990,37.0
Burundi,BDI,2000,59.0
Burundi,BDI,2008,48.0
Burundi,BDI,2014,62.0
Burundi,BDI,2016,65.68774
Burundi,BDI,2017,68.0
Cambodia,KHM,1998,67.0
Cambodia,KHM,2004,74.0
Cambodia,KHM,2008,77.0
Cambodia,KHM,2009,76.0
Cambodia,KHM,2014,78.0
Cambodia,KHM,2015,81.0
Cambodia,KHM,2021,71.92725
Cameroon,CMR,1976,41.0
Cameroon,CMR,2000,68.0
Cameroon,CMR,2007,71.0
Cameroon,CMR,2010,71.0
Cameroon,CMR,2018,72.54713
Cape Verde,CPV,1990,63.0
Cape Verde,CPV,2012,85.0
Cape Verde,CPV,2015,87.0
Cayman Islands,CYM,2007,99.0
Central African Republic,CAF,1975,18.0
Central African Republic,CAF,1988,34.0
Central African Republic,CAF,2000,51.0
Central African Republic,CAF,2019,42.44279
Central and Southern Asia (SDG),,1975,38.60951
Central and Southern Asia (SDG),,1976,38.67103
Central and Southern Asia (SDG),,1977,39.32173
Central and Southern Asia (SDG),,1978,39.97063
Central and Southern Asia (SDG),,1979,40.614
Central and Southern Asia (SDG),,1980,41.22859
Central and Southern Asia (SDG),,1981,41.8161
Central and Southern Asia (SDG),,1982,42.48007
Central and Southern Asia (SDG),,1983,43.19952
Central and Southern Asia (SDG),,1984,43.8527
Central and Southern Asia (SDG),,1985,44.50827
Central and Southern Asia (SDG),,1986,45.16565
Central and Southern Asia (SDG),,1987,45.82521
Central and Southern Asia (SDG),,1988,46.56606
Central and Southern Asia (SDG),,1989,47.32452
Central and Southern Asia (SDG),,1990,48.32116
Central and Southern Asia (SDG),,1991,49.05992
Central and Southern Asia (SDG),,1992,50.02463
Central and Southern Asia (SDG),,1993,50.96456
Central and Southern Asia (SDG),,1994,51.65748
Central and Southern Asia (SDG),,1995,52.48868
Central and Southern Asia (SDG),,1996,53.27746
Central and Southern Asia (SDG),,1997,54.06332
Central and Southern Asia (SDG),,1998,58.53805
Central and Southern Asia (SDG),,1999,59.31843
Central and Southern Asia (SDG),,2000,60.08303
Central and Southern Asia (SDG),,2001,60.84338
Central and Southern Asia (SDG),,2002,61.62705
Central and Southern Asia (SDG),,2003,62.51307
Central and Southern Asia (SDG),,2004,63.28101
Central and Southern Asia (SDG),,2005,63.14516
Central and Southern Asia (SDG),,2006,63.28799
Central and Southern Asia (SDG),,2007,64.09655
Central and Southern Asia (SDG),,2008,65.15713
Central and Southern Asia (SDG),,2009,65.98215
Central and Southern Asia (SDG),,2010,68.35281
Central and Southern Asia (SDG),,2011,68.73041
Central and Southern Asia (SDG),,2012,68.78113
Central and Southern Asia (SDG),,2013,69.72007
Central and Southern Asia (SDG),,2014,70.40182
Central and Southern Asia (SDG),,2015,71.63145
Central and Southern Asia (SDG),,2016,72.85133
Central and Southern Asia (SDG),,2017,73.37587
Central and Southern Asia (SDG),,2018,73.86521
Central and Southern Asia (SDG),,2019,73.66493
Central and Southern Asia (SDG),,2020,74.33241
Central and Southern Asia (SDG),,2021,75.07198
Central and Southern Asia (SDG),,2022,75.81275
Central and Southern Asia (SDG),,2023,76.51431
Chad,TCD,1993,11.0
Chad,TCD,2000,26.0
Chad,TCD,2004,28.0
Chad,TCD,2016,22.0
Chad,TCD,2019,30.62792
Chile,CHL,1982,91.0
Chile,CHL,1992,94.0
Chile,CHL,2002,96.0
Chile,CHL,2011,97.0
Chile,CHL,2013,96.0
Chile,CHL,2015,97.0
Chile,CHL,2017,96.0
China,CHN,1982,66.0
China,CHN,1990,78.0
China,CHN,2000,91.0
China,CHN,2010,95.0
China,CHN,2020,97.0
Colombia,COL,1993,91.0
Colombia,COL,1996,91.0
Colombia,COL,2004,93.0
Colombia,COL,2005,93.0
Colombia,COL,2006,92.0
Colombia,COL,2007,93.0
Colombia,COL,2008,93.0
Colombia,COL,2009,93.0
Colombia,COL,2010,93.0
Colombia,COL,2011,94.0
Colombia,COL,2014,94.0
Colombia,COL,2015,94.0
Colombia,COL,2016,95.0
Colombia,COL,2018,95.0
Colombia,COL,2019,95.0
Colombia,COL,2020,96.0
Comoros,COM,1980,48.0
Comoros,COM,2000,68.0
Congo,COG,1984,60.0
Congo,COG,2005,76.0
Costa Rica,CRI,1984,93.0
Costa Rica,CRI,2000,95.0
Costa Rica,CRI,2011,97.0
Cote d'Ivoire,CIV,1988,34.0
Cote d'Ivoire,CIV,1998,36.0
Cote d'Ivoire,CIV,2000,49.0
Cote d'Ivoire,CIV,2014,44.0
Cote d'Ivoire,CIV,2016,50.03968
Cote d'Ivoire,CIV,2019,90.0
Cote d'Ivoire,CIV,2021,50.00064
Croatia,HRV,1991,97.0
Croatia,HRV,2001,98.0
Cuba,CUB,1981,98.0
Cuba,CUB,2002,100.0
Cuba,CUB,2012,100.0
Cuba,CUB,2019,97.65491
Cyprus,CYP,1992,94.0
Cyprus,CYP,2001,97.0
Cyprus,CYP,2011,99.0
Democratic Republic of Congo,COD,2001,67.0
Democratic Republic of Congo,COD,2012,75.0
Democratic Republic of Congo,COD,2016,77.0
Democratic Republic of Congo,COD,2018,73.55303
Dominican Republic,DOM,1981,73.0
Dominican Republic,DOM,2002,87.0
Dominican Republic,DOM,2007,88.0
Dominican Republic,DOM,2010,90.0
Dominican Republic,DOM,2011,90.0
Dominican Republic,DOM,2012,90.0
Dominican Republic,DOM,2013,91.0
Dominican Republic,DOM,2014,92.0
Dominican Republic,DOM,2015,92.0
Dominican Republic,DOM,2016,94.0
East Asia and Pacific (WB),,1976,65.691
East Asia and Pacific (WB),,1977,65.87666
East Asia and Pacific (WB),,1978,66.96806
East Asia and Pacific (WB),,1979,68.20414
East Asia and Pacific (WB),,1980,69.30146
East Asia and Pacific (WB),,1981,70.34557
East Asia and Pacific (WB),,1982,71.3144
East Asia and Pacific (WB),,1983,72.2447
East Asia and Pacific (WB),,1984,73.23163
East Asia and Pacific (WB),,1985,74.16798
East Asia and Pacific (WB),,1986,75.00072
East Asia and Pacific (WB),,1987,76.17425
East Asia and Pacific (WB),,1988,79.95977
East Asia and Pacific (WB),,1989,80.58923
East Asia and Pacific (WB),,1990,81.17076
East Asia and Pacific (WB),,1991,81.71117
East Asia and Pacific (WB),,1992,82.22357
East Asia and Pacific (WB),,1993,82.68984
East Asia and Pacific (WB),,1994,83.24469
East Asia and Pacific (WB),,1995,83.8043
East Asia and Pacific (WB),,1996,84.29005
East Asia and Pacific (WB),,1997,89.27749
East Asia and Pacific (WB),,1998,89.64291
East Asia and Pacific (WB),,1999,89.96028
East Asia and Pacific (WB),,2000,90.32185
East Asia and Pacific (WB),,2001,90.63564
East Asia and Pacific (WB),,2002,90.98982
East Asia and Pacific (WB),,2003,91.36144
East Asia and Pacific (WB),,2004,91.69448
East Asia and Pacific (WB),,2005,92.02961
East Asia and Pacific (WB),,2006,92.37919
East Asia and Pacific (WB),,2007,93.5125
East Asia and Pacific (WB),,2008,93.81618
East Asia and Pacific (WB),,2009,94.08518
East Asia and Pacific (WB),,2010,94.20017
East Asia and Pacific (WB),,2011,93.8646
East Asia and Pacific (WB),,2012,94.09502
East Asia and Pacific (WB),,2013,94.20693
East Asia and Pacific (WB),,2014,94.71124
East Asia and Pacific (WB),,2015,94.92792
East Asia and Pacific (WB),,2016,95.13196
East Asia and Pacific (WB),,2017,95.32305
East Asia and Pacific (WB),,2018,95.36943
East Asia and Pacific (WB),,2019,95.80688
East Asia and Pacific (WB),,2020,96.0287
East Asia and Pacific (WB),,2021,96.16493
East Asia and Pacific (WB),,2022,96.30093
East Asia and Pacific (WB),,2023,96.43049
East Timor,TLS,2001,38.0
East Timor,TLS,2007,51.0
East Timor,TLS,2010,58.0
East Timor,TLS,2016,65.77913
Eastern and South-Eastern Asia (SDG),,1976,65.50171
Eastern and South-Eastern Asia (SDG),,1977,65.68772
Eastern and South-Eastern Asia (SDG),,1978,66.79352
Eastern and South-Eastern Asia (SDG),,1979,68.04645
Eastern and South-Eastern Asia (SDG),,1980,69.1582
Eastern and South-Eastern Asia (SDG),,1981,70.21553
Eastern and South-Eastern Asia (SDG),,1982,71.19647
Eastern and South-Eastern Asia (SDG),,1983,72.1383
Eastern and South-Eastern Asia (SDG),,1984,73.13766
Eastern and South-Eastern Asia (SDG),,1985,74.08572
Eastern and South-Eastern Asia (SDG),,1986,74.92859
Eastern and South-Eastern Asia (SDG),,1987,76.1177
Eastern and South-Eastern Asia (SDG),,1988,79.95864
Eastern and South-Eastern Asia (SDG),,1989,80.59546
Eastern and South-Eastern Asia (SDG),,1990,81.18364
Eastern and South-Eastern Asia (SDG),,1991,81.73081
Eastern and South-Eastern Asia (SDG),,1992,82.24957
Eastern and South-Eastern Asia (SDG),,1993,82.72173
Eastern and South-Eastern Asia (SDG),,1994,83.28386
Eastern and South-Eastern Asia (SDG),,1995,83.85079
Eastern and South-Eastern Asia (SDG),,1996,84.34014
Eastern and South-Eastern Asia (SDG),,1997,89.39987
Eastern and South-Eastern Asia (SDG),,1998,89.76716
Eastern and South-Eastern Asia (SDG),,1999,90.08641
Eastern and South-Eastern Asia (SDG),,2000,90.45192
Eastern and South-Eastern Asia (SDG),,2001,90.76801
Eastern and South-Eastern Asia (SDG),,2002,91.12475
Eastern and South-Eastern Asia (SDG),,2003,91.49954
Eastern and South-Eastern Asia (SDG),,2004,91.83497
Eastern and South-Eastern Asia (SDG),,2005,92.17309
Eastern and South-Eastern Asia (SDG),,2006,92.52596
Eastern and South-Eastern Asia (SDG),,2007,93.67552
Eastern and South-Eastern Asia (SDG),,2008,93.98298
Eastern and South-Eastern Asia (SDG),,2009,94.25554
Eastern and South-Eastern Asia (SDG),,2010,94.37094
Eastern and South-Eastern Asia (SDG),,2011,94.03088
Eastern and South-Eastern Asia (SDG),,2012,94.26621
Eastern and South-Eastern Asia (SDG),,2013,94.38122
Eastern and South-Eastern Asia (SDG),,2014,94.89836
Eastern and South-Eastern Asia (SDG),,2015,95.12345
Eastern and South-Eastern Asia (SDG),,2016,95.33295
Eastern and South-Eastern Asia (SDG),,2017,95.52963
Eastern and South-Eastern Asia (SDG),,2018,95.57909
Eastern and South-Eastern Asia (SDG),,2019,96.02655
Eastern and South-Eastern Asia (SDG),,2020,96.25462
Eastern and South-Eastern Asia (SDG),,2021,96.39394
Eastern and South-Eastern Asia (SDG),,2022,96.53545
Eastern and South-Eastern Asia (SDG),,2023,96.6705
Ecuador,ECU,1982,84.0
Ecuador,ECU,1990,88.0
Ecuador,ECU,2001,91.0
Ecuador,ECU,2007,92.0
Ecuador,ECU,2008,92.0
Ecuador,ECU,2009,92.0
Ecuador,ECU,2010,92.0
Ecuador,ECU,2011,92.0
Ecuador,ECU,2012,92.0
Ecuador,ECU,2013,93.0
Ecuador,ECU,2014,94.0
Ecuador,ECU,2015,94.0
Ecuador,ECU,2016,94.0
Ecuador,ECU,2017,93.0
Ecuador,ECU,2020,94.0
Ecuador,ECU,2021,94.0
Ecuador,ECU,2022,94.0
Egypt,EGY,1976,38.0
Egypt,EGY,1986,44.0
Egypt,EGY,1996,56.0
Egypt,EGY,2005,67.0
Egypt,EGY,2006,66.0
Egypt,EGY,2010,72.0
Egypt,EGY,2012,74.0
Egypt,EGY,2013,72.0
Egypt,EGY,2017,71.0
El Salvador,SLV,1992,74.0
El Salvador,SLV,2006,84.0
El Salvador,SLV,2007,82.0
El Salvador,SLV,2008,84.0
El Salvador,SLV,2009,84.0
El Salvador,SLV,2010,84.0
El Salvador,SLV,2011,85.0
El Salvador,SLV,2013,87.0
El Salvador,SLV,2015,88.0
El Salvador,SLV,2016,88.0
El Salvador,SLV,2017,88.0
El Salvador,SLV,2018,89.0
El Salvador,SLV,2019,89.0
El Salvador,SLV,2020,90.0
El Salvador,SLV,2023,90.0
Equatorial Guinea,GNQ,2000,88.0
Eritrea,ERI,2002,53.0
Eritrea,ERI,2008,65.0
Estonia,EST,1989,100.0
Estonia,EST,2000,100.0
Estonia,EST,2011,100.0
Eswatini,SWZ,1976,55.0
Eswatini,SWZ,1986,67.0
Eswatini,SWZ,2000,82.0
Eswatini,SWZ,2022,90.74702
Ethiopia,ETH,1994,27.0
Ethiopia,ETH,2004,36.0
Ethiopia,ETH,2007,39.0
Ethiopia,ETH,2016,47.49159
Europe and Central Asia (WB),,1994,95.93806
Europe and Central Asia (WB),,1995,96.06758
Europe and Central Asia (WB),,1996,96.22135
Europe and Central Asia (WB),,1997,96.3414
Europe and Central Asia (WB),,1998,96.48624
Europe and Central Asia (WB),,1999,96.59245
Europe and Central Asia (WB),,2000,96.65252
Europe and Central Asia (WB),,2001,96.7528
Europe and Central Asia (WB),,2002,96.91116
Europe and Central Asia (WB),,2003,97.00517
Europe and Central Asia (WB),,2004,97.09123
Europe and Central Asia (WB),,2005,97.21017
Europe and Central Asia (WB),,2006,97.27016
Europe and Central Asia (WB),,2007,97.35178
Europe and Central Asia (WB),,2008,97.47324
Europe and Central Asia (WB),,2009,97.73077
Europe and Central Asia (WB),,2010,97.89465
Europe and Central Asia (WB),,2011,98.03516
Europe and Central Asia (WB),,2012,98.13266
Europe and Central Asia (WB),,2013,98.19623
Europe and Central Asia (WB),,2014,98.23871
Europe and Central Asia (WB),,2015,98.28185
Europe and Central Asia (WB),,2016,98.33891
Europe and Central Asia (WB),,2017,98.41798
Europe and Central Asia (WB),,2018,98.50179
Europe and Central Asia (WB),,2019,98.56401
Europe and Central Asia (WB),,2020,98.60383
Europe and Central Asia (WB),,2021,98.64628
Europe and Central Asia (WB),,2022,98.66442
Europe and Central Asia (WB),,2023,98.68871
Europe and Northern America (SDG),,2003,97.8978
Europe and Northern America (SDG),,2004,97.95613
Europe and Northern America (SDG),,2005,98.00925
Europe and Northern America (SDG),,2006,98.077
Europe and Northern America (SDG),,2018,98.61607
Europe and Northern America (SDG),,2019,98.64308
Europe and Northern America (SDG),,2020,98.66912
Europe and Northern America (SDG),,2021,98.69566
Europe and Northern America (SDG),,2022,98.70273
French Guiana,GUF,1982,83.0
Gabon,GAB,1993,72.0
Gabon,GAB,2021,88.85834
Gambia,GMB,2000,37.0
Gambia,GMB,2015,51.0
Gambia,GMB,2018,53.1602
Gambia,GMB,2021,51.6374
Georgia,GEO,2002,100.0
Georgia,GEO,2014,100.0
Georgia,GEO,2017,99.0
Georgia,GEO,2018,99.65366
Georgia,GEO,2022,100.0
Georgia,GEO,2023,99.55547
Ghana,GHA,2000,58.0
Ghana,GHA,2010,71.0
Ghana,GHA,2017,64.49239
Ghana,GHA,2021,76.48568
Greece,GRC,1981,91.0
Greece,GRC,1991,93.0
Greece,GRC,2001,96.0
Greece,GRC,2009,94.0
Grenada,GRD,1970,98.0
Guadeloupe,GLP,1982,90.0
Guam,GUM,1980,96.0
Guam,GUM,1990,99.0
Guatemala,GTM,1994,64.0
Guatemala,GTM,2002,69.0
Guatemala,GTM,2012,78.0
Guatemala,GTM,2013,77.0
Guatemala,GTM,2014,81.0
Guatemala,GTM,2015,80.19509
Guatemala,GTM,2018,81.0
Guatemala,GTM,2022,83.03117
Guinea,GIN,1996,21.0
Guinea,GIN,2003,30.0
Guinea,GIN,2010,25.0
Guinea,GIN,2014,32.0
Guinea,GIN,2018,40.0
Guinea-Bissau,GNB,1979,20.0
Guinea-Bissau,GNB,2000,41.0
Guinea-Bissau,GNB,2019,54.88232
Guinea-Bissau,GNB,2022,63.93413
Guyana,GUY,2020,85.63835
Haiti,HTI,1982,35.0
Haiti,HTI,2003,59.0
Haiti,HTI,2017,68.00986
Honduras,HND,2001,80.0
Honduras,HND,2007,84.0
Honduras,HND,2010,85.0
Honduras,HND,2011,85.0
Honduras,HND,2012,85.0
Honduras,HND,2013,85.0
Honduras,HND,2014,87.0
Honduras,HND,2015,88.0
Honduras,HND,2016,89.0
Honduras,HND,2018,87.0
Honduras,HND,2019,89.0
Hungary,HUN,1980,99.0
India,IND,1981,41.0
India,IND,1991,48.0
India,IND,2001,61.0
India,IND,2006,63.0
India,IND,2011,69.0
India,IND,2022,76.0
India,IND,2023,82.0
Indonesia,IDN,1980,67.0
Indonesia,IDN,1990,82.0
Indonesia,IDN,2004,90.0
Indonesia,IDN,2006,92.0
Indonesia,IDN,2008,92.0
Indonesia,IDN,2009,93.0
Indonesia,IDN,2011,93.0
Indonesia,IDN,2014,95.0
Indonesia,IDN,2015,95.0
Indonesia,IDN,2016,95.0
Indonesia,IDN,2018,96.0
Indonesia,IDN,2020,96.0
Iran,IRN,1976,37.0
Iran,IRN,1986,52.0
Iran,IRN,1991,66.0
Iran,IRN,1996,73.0
Iran,IRN,2002,77.0
Iran,IRN,2005,82.0
Iran,IRN,2006,82.0
Iran,IRN,2008,83.0
Iran,IRN,2012,84.0
Iran,IRN,2013,85.0
Iran,IRN,2014,85.0
Iran,IRN,2016,86.0
Iraq,IRQ,2000,74.0
Iraq,IRQ,2012,77.0
Iraq,IRQ,2014,82.0
Iraq,IRQ,2016,83.0
Iraq,IRQ,2017,86.0
Israel,ISR,1983,92.0
Italy,ITA,1981,96.0
Italy,ITA,2001,98.0
Italy,ITA,2011,99.0
Italy,ITA,2019,99.0
Jamaica,JAM,1999,80.0
Jordan,JOR,1979,67.0
Jordan,JOR,2003,90.0
Jordan,JOR,2005,91.0
Jordan,JOR,2007,92.0
Jordan,JOR,2010,93.0
Jordan,JOR,2011,96.0
Jordan,JOR,2012,98.0
Jordan,JOR,2018,95.43145
Jordan,JOR,2023,95.0
Kazakhstan,KAZ,1989,98.0
Kazakhstan,KAZ,1999,100.0
Kazakhstan,KAZ,2009,100.0
Kenya,KEN,2000,82.0
Kiribati,KIR,2018,97.95971
Kuwait,KWT,1975,60.0
Kuwait,KWT,1980,68.0
Kuwait,KWT,1985,74.0
Kuwait,KWT,1995,78.0
Kuwait,KWT,2005,93.0
Kuwait,KWT,2006,93.0
Kuwait,KWT,2007,94.0
Kuwait,KWT,2008,94.0
Kuwait,KWT,2010,94.0
Kuwait,KWT,2012,96.0
Kuwait,KWT,2013,96.0
Kuwait,KWT,2015,96.0
Kuwait,KWT,2017,96.0
Kuwait,KWT,2018,96.0
Kuwait,KWT,2020,96.0
Kyrgyzstan,KGZ,1999,99.0
Kyrgyzstan,KGZ,2009,99.0
Laos,LAO,1995,60.0
Laos,LAO,2000,70.0
Laos,LAO,2001,69.0
Laos,LAO,2005,73.0
Laos,LAO,2015,85.0
Latin America and Caribbean (WB),,1974,78.71795
Latin America and Caribbean (WB),,1975,78.73743
Latin America and Caribbean (WB),,1976,79.0867
Latin America and Caribbean (WB),,1977,79.48948
Latin America and Caribbean (WB),,1978,79.92699
