Entity,Code,Year,Literacy rate among young men,Literacy rate among young women,World region according to OWID
Afghanistan,AFG,1979,46.0,11.0,Asia
Afghanistan,AFG,2011,62.0,32.0,Asia
Afghanistan,AFG,2015,57.73505,25.48416,Asia
Afghanistan,AFG,2021,71.0,42.0,Asia
Afghanistan,AFG,2022,83.4,44.17171,Asia
Albania,ALB,2001,99.0,99.0,Europe
Albania,ALB,2005,,99.49,Europe
Albania,ALB,2008,99.0,99.0,Europe
Albania,ALB,2009,94.82,96.61,Europe
Albania,ALB,2011,99.0,99.0,Europe
Albania,ALB,2012,99.0,99.0,Europe
Albania,ALB,2017,98.58999,99.52556,Europe
Algeria,DZA,1987,86.0,62.0,Africa
Algeria,DZA,2002,94.0,86.0,Africa
Algeria,DZA,2006,94.0,89.0,Africa
Algeria,DZA,2008,96.0,92.0,Africa
Algeria,DZA,2019,64.79,97.9897,Africa
American Samoa,ASM,1980,98.0,97.0,Oceania
Angola,AGO,2001,84.0,63.0,Africa
Angola,AGO,2014,85.0,71.0,Africa
Angola,AGO,2015,83.96919,67.4276,Africa
Anguilla,AIA,1984,99.0,99.0,North America
Argentina,ARG,1980,96.0,97.0,South America
Argentina,ARG,1991,98.0,99.0,South America
Argentina,ARG,2001,99.0,99.0,South America
Armenia,ARM,1989,100.0,100.0,Asia
Armenia,ARM,2000,100.0,100.0,Asia
Armenia,ARM,2001,100.0,100.0,Asia
Armenia,ARM,2011,100.0,100.0,Asia
Armenia,ARM,2016,100.0,100.0,Asia
Armenia,ARM,2017,100.0,100.0,Asia
Armenia,ARM,2020,100.0,100.0,Asia
Armenia,ARM,2022,99.64871,99.91656,Asia
Aruba,ABW,2000,99.0,99.0,North America
Aruba,ABW,2010,99.0,99.0,North America
Azerbaijan,AZE,1999,100.0,100.0,Asia
Azerbaijan,AZE,2006,100.0,100.0,Asia
Azerbaijan,AZE,2007,100.0,100.0,Asia
Azerbaijan,AZE,2009,100.0,100.0,Asia
Azerbaijan,AZE,2010,100.0,100.0,Asia
Azerbaijan,AZE,2011,100.0,100.0,Asia
Azerbaijan,AZE,2012,100.0,100.0,Asia
Azerbaijan,AZE,2013,100.0,100.0,Asia
Azerbaijan,AZE,2014,100.0,100.0,Asia
Azerbaijan,AZE,2015,100.0,100.0,Asia
Azerbaijan,AZE,2016,100.0,100.0,Asia
Azerbaijan,AZE,2017,100.0,100.0,Asia
Azerbaijan,AZE,2019,100.0,100.0,Asia
Azerbaijan,AZE,2023,100.0,100.0,Asia
Bahrain,BHR,1981,90.0,82.0,Asia
Bahrain,BHR,1991,97.0,97.0,Asia
Bahrain,BHR,2001,97.0,97.0,Asia
Bahrain,BHR,2022,99.0,99.0,Asia
Bahrain,BHR,2023,99.0,99.0,Asia
Bangladesh,BGD,1981,44.0,27.0,Asia
Bangladesh,BGD,1991,52.0,38.0,Asia
Bangladesh,BGD,2000,100.0,100.0,Asia
Bangladesh,BGD,2001,67.0,60.0,Asia
Bangladesh,BGD,2006,,87.2,Asia
Bangladesh,BGD,2007,90.51,77.09,Asia
Bangladesh,BGD,2011,76.0,80.0,Asia
Bangladesh,BGD,2012,76.0,79.0,Asia
Bangladesh,BGD,2013,84.0,87.0,Asia
Bangladesh,BGD,2014,85.0,86.0,Asia
Bangladesh,BGD,2015,86.0,90.0,Asia
Bangladesh,BGD,2016,91.0,94.0,Asia
Bangladesh,BGD,2017,92.0,94.0,Asia
Bangladesh,BGD,2018,92.0,95.0,Asia
Bangladesh,BGD,2019,94.0,96.0,Asia
Bangladesh,BGD,2020,93.0,96.0,Asia
Bangladesh,BGD,2021,94.0,96.0,Asia
Bangladesh,BGD,2022,92.0,94.0,Asia
Barbados,BRB,1970,100.0,100.0,North America
Barbados,BRB,2012,100.0,100.0,North America
Belarus,BLR,1989,100.0,100.0,Europe
Belarus,BLR,1999,100.0,100.0,Europe
Belarus,BLR,2005,,99.98,Europe
Belarus,BLR,2009,100.0,100.0,Europe
Belarus,BLR,2012,100.0,100.0,Europe
Belarus,BLR,2019,100.0,100.0,Europe
Belize,BLZ,1991,77.0,78.0,North America
Belize,BLZ,2006,,95.13,North America
Belize,BLZ,2011,,96.6,North America
Belize,BLZ,2015,97.82818,98.07905,North America
Benin,BEN,1979,46.0,18.0,Africa
Benin,BEN,1992,55.0,27.0,Africa
Benin,BEN,2001,61.08,31.85,Africa
Benin,BEN,2002,59.0,33.0,Africa
Benin,BEN,2006,72.07,39.53,Africa
Benin,BEN,2017,66.79979,50.98536,Africa
Benin,BEN,2019,76.35444,62.76271,Africa
Benin,BEN,2021,70.96799,59.18644,Africa
Benin,BEN,2022,74.60011,67.93813,Africa
Bhutan,BTN,2005,80.0,68.0,Asia
Bhutan,BTN,2010,,63.34,Asia
Bhutan,BTN,2012,90.0,82.0,Asia
Bhutan,BTN,2017,93.0,93.0,Asia
Bolivia,BOL,1976,91.0,76.0,South America
Bolivia,BOL,1992,96.0,92.0,South America
Bolivia,BOL,2000,98.4,96.3,South America
Bolivia,BOL,2001,98.2,96.5,South America
Bolivia,BOL,2002,99.1,97.1,South America
Bolivia,BOL,2003,99.47,96.67,South America
Bolivia,BOL,2004,99.6,98.6,South America
Bolivia,BOL,2005,99.3,98.4,South America
Bolivia,BOL,2006,99.4,97.4,South America
Bolivia,BOL,2007,99.8,99.1,South America
Bolivia,BOL,2008,99.4,99.0,South America
Bolivia,BOL,2009,99.7,99.1,South America
Bolivia,BOL,2011,99.3,98.8,South America
Bolivia,BOL,2012,99.5,99.2,South America
Bolivia,BOL,2013,99.5,99.2,South America
Bolivia,BOL,2014,99.7,99.2,South America
Bolivia,BOL,2015,99.4,99.4,South America
Bolivia,BOL,2016,99.5,99.3,South America
Bolivia,BOL,2017,99.4,99.3,South America
Bolivia,BOL,2018,99.7,99.4,South America
Bolivia,BOL,2019,99.7,99.4,South America
Bolivia,BOL,2020,99.6,99.5,South America
Bolivia,BOL,2021,99.5,99.5,South America
Bosnia and Herzegovina,BIH,1991,99.0,99.0,Europe
Bosnia and Herzegovina,BIH,2000,100.0,100.0,Europe
Bosnia and Herzegovina,BIH,2006,,99.82,Europe
Bosnia and Herzegovina,BIH,2013,100.0,100.0,Europe
Botswana,BWA,1991,86.0,92.0,Africa
Botswana,BWA,2003,92.0,96.0,Africa
Brazil,BRA,1980,83.0,85.0,South America
Brazil,BRA,2000,93.0,96.0,South America
Brazil,BRA,2001,94.7,96.9,South America
Brazil,BRA,2002,95.1,97.5,South America
Brazil,BRA,2003,95.6,97.7,South America
Brazil,BRA,2004,95.7,97.9,South America
Brazil,BRA,2005,96.1,98.1,South America
Brazil,BRA,2006,96.8,98.3,South America
Brazil,BRA,2007,97.0,98.6,South America
Brazil,BRA,2008,97.2,98.5,South America
Brazil,BRA,2009,97.4,98.7,South America
Brazil,BRA,2010,97.0,98.0,South America
Brazil,BRA,2011,97.9,99.1,South America
Brazil,BRA,2012,98.2,99.0,South America
Brazil,BRA,2013,98.3,99.2,South America
Brazil,BRA,2014,98.4,99.3,South America
Brazil,BRA,2015,98.6,99.3,South America
Brazil,BRA,2016,98.7,99.5,South America
Brazil,BRA,2017,98.8,99.5,South America
Brazil,BRA,2018,98.7,99.4,South America
Brazil,BRA,2019,98.7,99.5,South America
Brazil,BRA,2020,99.0,99.5,South America
Brazil,BRA,2021,99.1,99.5,South America
Brazil,BRA,2022,99.0,99.6,South America
Brazil,BRA,2023,99.0,99.6,South America
Brunei,BRN,1981,94.0,93.0,Asia
Brunei,BRN,1991,98.0,98.0,Asia
Brunei,BRN,2001,99.0,99.0,Asia
Brunei,BRN,2011,99.0,100.0,Asia
Bulgaria,BGR,2001,98.0,98.0,Europe
Bulgaria,BGR,2011,98.0,98.0,Europe
Burkina Faso,BFA,1975,22.0,7.0,Africa
Burkina Faso,BFA,1991,27.0,14.0,Africa
Burkina Faso,BFA,1996,25.0,14.0,Africa
Burkina Faso,BFA,2003,38.0,25.0,Africa
Burkina Faso,BFA,2005,40.0,26.0,Africa
Burkina Faso,BFA,2006,40.0,27.0,Africa
Burkina Faso,BFA,2007,47.0,33.0,Africa
Burkina Faso,BFA,2010,47.04,27.24,Africa
Burkina Faso,BFA,2014,57.0,44.0,Africa
Burkina Faso,BFA,2018,64.0,54.0,Africa
Burkina Faso,BFA,2019,51.0,44.0,Africa
Burkina Faso,BFA,2021,66.64593,58.758,Africa
Burkina Faso,BFA,2022,65.47311,60.56925,Africa
Burundi,BDI,1979,41.0,21.0,Africa
Burundi,BDI,1990,59.0,48.0,Africa
Burundi,BDI,2000,77.0,70.0,Africa
Burundi,BDI,2005,,52.83,Africa
Burundi,BDI,2008,67.0,57.0,Africa
Burundi,BDI,2010,82.66,66.51,Africa
Burundi,BDI,2014,85.0,75.0,Africa
Burundi,BDI,2016,86.7551,82.08605,Africa
Burundi,BDI,2017,91.0,86.0,Africa
Cambodia,KHM,1998,82.0,71.0,Asia
Cambodia,KHM,2000,,54.67,Asia
Cambodia,KHM,2004,88.0,79.0,Asia
Cambodia,KHM,2005,100.0,67.33,Asia
Cambodia,KHM,2008,89.0,86.0,Asia
Cambodia,KHM,2009,88.0,86.0,Asia
Cambodia,KHM,2010,80.6,78.02,Asia
Cambodia,KHM,2014,90.0,90.0,Asia
Cambodia,KHM,2015,92.0,93.0,Asia
Cambodia,KHM,2021,90.30829,93.50569,Asia
Cameroon,CMR,1976,80.0,59.0,Africa
Cameroon,CMR,2000,88.0,78.0,Africa
Cameroon,CMR,2004,81.39,67.65,Africa
Cameroon,CMR,2006,,64.67,Africa
Cameroon,CMR,2007,89.0,77.0,Africa
Cameroon,CMR,2010,85.0,76.0,Africa
Cameroon,CMR,2011,86.92,73.41,Africa
Cameroon,CMR,2014,,100.0,Africa
Cameroon,CMR,2018,87.59698,76.3945,Africa
Cape Verde,CPV,1990,90.0,86.0,Africa
Cape Verde,CPV,2012,98.0,98.0,Africa
Cape Verde,CPV,2015,98.0,99.0,Africa
Cayman Islands,CYM,2007,99.0,99.0,North America
Central African Republic,CAF,1975,56.0,20.0,Africa
Central African Republic,CAF,1988,63.0,35.0,Africa
Central African Republic,CAF,2000,73.0,49.0,Africa
Central African Republic,CAF,2006,,21.51,Africa
Central African Republic,CAF,2010,,27.63,Africa
Central African Republic,CAF,2019,64.90382,36.67682,Africa
Central and Southern Asia (SDG),,1975,63.08979,35.88069,
Central and Southern Asia (SDG),,1976,63.16943,35.99637,
Central and Southern Asia (SDG),,1977,63.65826,37.11797,
Central and Southern Asia (SDG),,1978,64.04982,38.23392,
Central and Southern Asia (SDG),,1979,64.35557,39.34306,
Central and Southern Asia (SDG),,1980,64.54994,40.34363,
Central and Southern Asia (SDG),,1981,64.62395,41.23879,
Central and Southern Asia (SDG),,1982,64.87071,42.33691,
Central and Southern Asia (SDG),,1983,65.06471,43.46367,
Central and Southern Asia (SDG),,1984,65.18798,44.54084,
Central and Southern Asia (SDG),,1985,65.35568,45.61228,
Central and Southern Asia (SDG),,1986,65.54987,46.6844,
Central and Southern Asia (SDG),,1987,65.81714,47.70883,
Central and Southern Asia (SDG),,1988,68.65796,45.84002,
Central and Southern Asia (SDG),,1989,69.49879,47.43975,
Central and Southern Asia (SDG),,1990,70.41392,49.24991,
Central and Southern Asia (SDG),,1991,71.12513,50.83163,
Central and Southern Asia (SDG),,1992,72.52291,52.2682,
Central and Southern Asia (SDG),,1993,73.86445,53.6906,
Central and Southern Asia (SDG),,1994,74.50486,55.22097,
Central and Southern Asia (SDG),,1995,75.20815,56.90365,
Central and Southern Asia (SDG),,1996,75.8941,58.44146,
Central and Southern Asia (SDG),,1997,76.53233,59.79875,
Central and Southern Asia (SDG),,1998,80.47533,62.4221,
Central and Southern Asia (SDG),,1999,81.09931,64.21235,
Central and Southern Asia (SDG),,2000,81.62344,65.90239,
Central and Southern Asia (SDG),,2001,82.06134,67.50308,
Central and Southern Asia (SDG),,2002,82.56851,69.10661,
Central and Southern Asia (SDG),,2003,83.6186,70.32368,
Central and Southern Asia (SDG),,2004,84.02438,71.84613,
Central and Southern Asia (SDG),,2005,85.62037,72.0607,
Central and Southern Asia (SDG),,2006,84.61482,73.06606,
Central and Southern Asia (SDG),,2007,84.8928,74.62511,
Central and Southern Asia (SDG),,2008,85.80285,76.26355,
Central and Southern Asia (SDG),,2009,86.28822,77.79943,
Central and Southern Asia (SDG),,2010,87.72251,79.15094,
Central and Southern Asia (SDG),,2011,87.85644,80.23454,
Central and Southern Asia (SDG),,2012,88.13688,81.02616,
Central and Southern Asia (SDG),,2013,89.19475,82.70196,
Central and Southern Asia (SDG),,2014,89.51995,83.84325,
Central and Southern Asia (SDG),,2015,90.11613,85.22724,
Central and Southern Asia (SDG),,2016,90.8607,86.58227,
Central and Southern Asia (SDG),,2017,91.27249,87.15818,
Central and Southern Asia (SDG),,2018,91.21208,86.94566,
Central and Southern Asia (SDG),,2019,93.88992,89.33263,
Central and Southern Asia (SDG),,2020,94.12073,89.98798,
Central and Southern Asia (SDG),,2021,94.41743,90.64738,
Central and Southern Asia (SDG),,2022,94.68063,91.34677,
Central and Southern Asia (SDG),,2023,94.92773,91.97111,
Chad,TCD,1993,26.0,9.0,Africa
Chad,TCD,2000,56.0,23.0,Africa
Chad,TCD,2004,54.0,31.0,Africa
Chad,TCD,2010,,16.88,Africa
Chad,TCD,2016,41.0,22.0,Africa
Chad,TCD,2019,56.26247,33.32039,Africa
Chile,CHL,1982,96.0,97.0,South America
Chile,CHL,1992,98.0,99.0,South America
Chile,CHL,2000,98.9,99.3,South America
Chile,CHL,2002,99.0,99.0,South America
Chile,CHL,2003,98.9,99.4,South America
Chile,CHL,2006,98.9,99.3,South America
Chile,CHL,2009,99.2,99.5,South America
Chile,CHL,2011,99.2,99.6,South America
Chile,CHL,2013,99.0,99.1,South America
Chile,CHL,2015,99.3,99.4,South America
Chile,CHL,2017,99.0,99.0,South America
Chile,CHL,2022,99.1,99.5,South America
China,CHN,1982,95.0,82.0,Asia
China,CHN,1990,97.0,91.0,Asia
China,CHN,2000,99.0,99.0,Asia
China,CHN,2010,100.0,100.0,Asia
China,CHN,2020,100.0,100.0,Asia
Colombia,COL,1993,95.0,96.0,South America
Colombia,COL,1996,96.0,98.0,South America
Colombia,COL,2000,,100.0,South America
Colombia,COL,2002,96.9,98.0,South America
Colombia,COL,2003,96.7,98.3,South America
Colombia,COL,2004,97.5,98.4,South America
Colombia,COL,2005,97.6,98.4,South America
Colombia,COL,2006,98.0,98.0,South America
Colombia,COL,2007,97.0,98.0,South America
Colombia,COL,2008,97.5,98.4,South America
Colombia,COL,2009,97.4,98.4,South America
Colombia,COL,2010,97.8,98.6,South America
Colombia,COL,2011,97.8,98.8,South America
Colombia,COL,2012,97.8,98.7,South America
Colombia,COL,2013,97.8,98.8,South America
Colombia,COL,2014,98.1,98.9,South America
Colombia,COL,2015,98.2,98.9,South America
Colombia,COL,2016,98.3,99.0,South America
Colombia,COL,2017,98.3,99.0,South America
Colombia,COL,2018,98.7,99.1,South America
Colombia,COL,2019,98.5,99.2,South America
Colombia,COL,2020,98.7,99.3,South America
Colombia,COL,2021,98.8,99.4,South America
Colombia,COL,2022,98.6,99.2,South America
Colombia,COL,2023,98.7,99.2,South America
Comoros,COM,1980,69.0,55.0,Africa
Comoros,COM,2000,84.0,78.0,Africa
Comoros,COM,2012,85.0,78.59,Africa
Congo,COG,1984,92.0,83.0,Africa
Congo,COG,2005,88.0,71.0,Africa
Costa Rica,CRI,1984,97.0,98.0,North America
Costa Rica,CRI,2000,97.0,98.0,North America
Costa Rica,CRI,2011,99.0,99.0,North America
Costa Rica,CRI,2018,74.78,99.63372,North America
Cote d'Ivoire,CIV,1988,60.0,38.0,Africa
Cote d'Ivoire,CIV,1998,54.0,40.0,Africa
Cote d'Ivoire,CIV,2000,71.0,52.0,Africa
Cote d'Ivoire,CIV,2006,,38.57,Africa
Cote d'Ivoire,CIV,2014,59.0,47.0,Africa
Cote d'Ivoire,CIV,2016,71.98823,54.73764,Africa
Cote d'Ivoire,CIV,2019,93.0,76.0,Africa
Cote d'Ivoire,CIV,2021,76.16145,58.31827,Africa
Croatia,HRV,1991,100.0,100.0,Europe
Croatia,HRV,2001,100.0,100.0,Europe
Cuba,CUB,2002,100.0,100.0,North America
Cuba,CUB,2012,100.0,100.0,North America
Cuba,CUB,2019,99.53119,99.70794,North America
Cyprus,CYP,1992,100.0,100.0,Europe
Cyprus,CYP,2001,100.0,100.0,Europe
Cyprus,CYP,2011,100.0,100.0,Europe
Democratic Republic of Congo,COD,2001,78.0,63.0,Africa
Democratic Republic of Congo,COD,2007,87.36,62.97,Africa
Democratic Republic of Congo,COD,2010,,64.32,Africa
Democratic Republic of Congo,COD,2012,91.0,77.0,Africa
Democratic Republic of Congo,COD,2013,92.56,76.58,Africa
Democratic Republic of Congo,COD,2016,91.0,80.0,Africa
Democratic Republic of Congo,COD,2018,90.81754,77.53746,Africa
Djibouti,DJI,2006,,51.81,Africa
Dominican Republic,DOM,1981,81.0,84.0,North America
Dominican Republic,DOM,2000,93.2,96.5,North America
Dominican Republic,DOM,2001,94.3,96.6,North America
Dominican Republic,DOM,2002,93.8,96.5,North America
Dominican Republic,DOM,2003,94.7,96.9,North America
Dominican Republic,DOM,2004,95.2,96.7,North America
Dominican Republic,DOM,2005,96.2,97.3,North America
Dominican Republic,DOM,2006,95.3,97.9,North America
Dominican Republic,DOM,2007,97.2,97.8,North America
Dominican Republic,DOM,2008,95.6,97.4,North America
Dominican Republic,DOM,2009,96.2,98.4,North America
Dominican Republic,DOM,2010,96.2,97.9,North America
Dominican Republic,DOM,2011,96.5,98.6,North America
Dominican Republic,DOM,2012,96.7,98.0,North America
Dominican Republic,DOM,2013,97.6,98.3,North America
Dominican Republic,DOM,2014,98.0,98.2,North America
Dominican Republic,DOM,2015,98.1,98.1,North America
Dominican Republic,DOM,2016,98.1,98.8,North America
Dominican Republic,DOM,2017,97.8,98.4,North America
Dominican Republic,DOM,2018,98.0,99.1,North America
Dominican Republic,DOM,2019,98.3,99.1,North America
Dominican Republic,DOM,2020,98.6,99.1,North America
Dominican Republic,DOM,2021,98.7,99.0,North America
Dominican Republic,DOM,2022,98.1,98.9,North America
Dominican Republic,DOM,2023,98.3,98.8,North America
East Asia and Pacific (WB),,1976,92.06965,75.64997,
East Asia and Pacific (WB),,1977,92.13786,75.98357,
East Asia and Pacific (WB),,1978,92.69134,77.81567,
East Asia and Pacific (WB),,1979,93.21935,79.69596,
East Asia and Pacific (WB),,1980,93.65328,81.52722,
East Asia and Pacific (WB),,1981,94.01275,83.11595,
East Asia and Pacific (WB),,1982,94.27296,84.40361,
East Asia and Pacific (WB),,1983,94.54431,85.61921,
East Asia and Pacific (WB),,1984,94.79929,86.65315,
East Asia and Pacific (WB),,1985,95.01331,87.46774,
East Asia and Pacific (WB),,1986,95.17848,88.14246,
East Asia and Pacific (WB),,1987,95.9976,89.43954,
East Asia and Pacific (WB),,1988,96.41761,91.42354,
East Asia and Pacific (WB),,1989,96.40825,91.76531,
East Asia and Pacific (WB),,1990,96.40288,92.07513,
East Asia and Pacific (WB),,1991,96.42215,92.39921,
East Asia and Pacific (WB),,1992,96.44241,92.70293,
East Asia and Pacific (WB),,1993,96.4574,92.95647,
East Asia and Pacific (WB),,1994,96.56721,93.35312,
East Asia and Pacific (WB),,1995,96.69341,93.7574,
East Asia and Pacific (WB),,1996,96.79782,94.08663,
East Asia and Pacific (WB),,1997,98.02458,96.96976,
East Asia and Pacific (WB),,1998,98.0536,97.10172,
East Asia and Pacific (WB),,1999,98.07207,97.24602,
East Asia and Pacific (WB),,2000,98.10066,97.24828,
East Asia and Pacific (WB),,2001,98.10212,97.37758,
East Asia and Pacific (WB),,2002,98.14776,97.50698,
East Asia and Pacific (WB),,2003,98.21947,97.72554,
East Asia and Pacific (WB),,2004,98.30039,97.84924,
East Asia and Pacific (WB),,2005,98.35316,97.97492,
East Asia and Pacific (WB),,2006,98.18339,97.8041,
East Asia and Pacific (WB),,2007,98.50984,98.20255,
East Asia and Pacific (WB),,2008,98.81036,98.61238,
East Asia and Pacific (WB),,2009,98.74872,98.60713,
East Asia and Pacific (WB),,2010,98.69274,98.5755,
East Asia and Pacific (WB),,2011,98.28942,98.15948,
East Asia and Pacific (WB),,2012,98.32583,98.21486,
East Asia and Pacific (WB),,2013,98.33456,98.28557,
East Asia and Pacific (WB),,2014,98.53776,98.5517,
East Asia and Pacific (WB),,2015,98.60747,98.5754,
East Asia and Pacific (WB),,2016,98.6197,98.60907,
East Asia and Pacific (WB),,2017,98.61173,98.6212,
East Asia and Pacific (WB),,2018,98.50946,98.59121,
East Asia and Pacific (WB),,2019,98.83422,98.96828,
East Asia and Pacific (WB),,2020,98.93899,99.04304,
East Asia and Pacific (WB),,2021,98.96167,99.0817,
East Asia and Pacific (WB),,2022,98.98314,99.13032,
East Asia and Pacific (WB),,2023,99.0027,99.16245,
East Timor,TLS,2009,87.25,83.71,Asia
East Timor,TLS,2010,80.0,79.0,Asia
East Timor,TLS,2016,89.55101,88.72531,Asia
Eastern and South-Eastern Asia (SDG),,1976,92.1425,75.54955,
Eastern and South-Eastern Asia (SDG),,1977,92.21163,75.88257,
Eastern and South-Eastern Asia (SDG),,1978,92.77227,77.73867,
Eastern and South-Eastern Asia (SDG),,1979,93.30574,79.64592,
Eastern and South-Eastern Asia (SDG),,1980,93.74401,81.50134,
Eastern and South-Eastern Asia (SDG),,1981,94.10611,83.11022,
Eastern and South-Eastern Asia (SDG),,1982,94.36729,84.41362,
Eastern and South-Eastern Asia (SDG),,1983,94.64047,85.64386,
Eastern and South-Eastern Asia (SDG),,1984,94.89497,86.68919,
Eastern and South-Eastern Asia (SDG),,1985,95.10735,87.51172,
Eastern and South-Eastern Asia (SDG),,1986,95.27004,88.19202,
Eastern and South-Eastern Asia (SDG),,1987,96.09497,89.50169,
Eastern and South-Eastern Asia (SDG),,1988,96.51806,91.50705,
Eastern and South-Eastern Asia (SDG),,1989,96.508,91.852,
Eastern and South-Eastern Asia (SDG),,1990,96.50264,92.16502,
Eastern and South-Eastern Asia (SDG),,1991,96.52341,92.49314,
Eastern and South-Eastern Asia (SDG),,1992,96.54519,92.80164,
Eastern and South-Eastern Asia (SDG),,1993,96.56196,93.06,
Eastern and South-Eastern Asia (SDG),,1994,96.6759,93.46461,
Eastern and South-Eastern Asia (SDG),,1995,96.80654,93.87752,
Eastern and South-Eastern Asia (SDG),,1996,96.91575,94.21008,
Eastern and South-Eastern Asia (SDG),,1997,98.16245,97.13049,
Eastern and South-Eastern Asia (SDG),,1998,98.19519,97.26268,
Eastern and South-Eastern Asia (SDG),,1999,98.22033,97.41061,
Eastern and South-Eastern Asia (SDG),,2000,98.25711,97.41581,
Eastern and South-Eastern Asia (SDG),,2001,98.26271,97.5457,
Eastern and South-Eastern Asia (SDG),,2002,98.31304,97.67487,
Eastern and South-Eastern Asia (SDG),,2003,98.38914,97.89353,
Eastern and South-Eastern Asia (SDG),,2004,98.47451,98.01609,
Eastern and South-Eastern Asia (SDG),,2005,98.53169,98.14126,
Eastern and South-Eastern Asia (SDG),,2006,98.36356,97.96613,
Eastern and South-Eastern Asia (SDG),,2007,98.70143,98.37064,
Eastern and South-Eastern Asia (SDG),,2008,99.01506,98.78818,
Eastern and South-Eastern Asia (SDG),,2009,98.95905,98.78162,
Eastern and South-Eastern Asia (SDG),,2010,98.90729,98.74636,
Eastern and South-Eastern Asia (SDG),,2011,98.50358,98.32828,
Eastern and South-Eastern Asia (SDG),,2012,98.54806,98.39026,
Eastern and South-Eastern Asia (SDG),,2013,98.566,98.46905,
Eastern and South-Eastern Asia (SDG),,2014,98.78386,98.74792,
Eastern and South-Eastern Asia (SDG),,2015,98.86771,98.78167,
Eastern and South-Eastern Asia (SDG),,2016,98.89226,98.82578,
Eastern and South-Eastern Asia (SDG),,2017,98.89327,98.84568,
Eastern and South-Eastern Asia (SDG),,2018,98.79708,98.82176,
Eastern and South-Eastern Asia (SDG),,2019,99.1361,99.213,
Eastern and South-Eastern Asia (SDG),,2020,99.24863,99.2941,
Eastern and South-Eastern Asia (SDG),,2021,99.2751,99.33651,
Eastern and South-Eastern Asia (SDG),,2022,99.30309,99.39149,
Eastern and South-Eastern Asia (SDG),,2023,99.32656,99.42854,
Ecuador,ECU,1982,95.0,92.0,South America
Ecuador,ECU,1990,97.0,96.0,South America
Ecuador,ECU,2001,97.6,97.3,South America
Ecuador,ECU,2003,96.5,97.4,South America
Ecuador,ECU,2005,98.3,98.2,South America
Ecuador,ECU,2006,98.3,98.1,South America
Ecuador,ECU,2007,98.2,98.6,South America
Ecuador,ECU,2008,98.4,98.5,South America
Ecuador,ECU,2009,98.7,98.9,South America
Ecuador,ECU,2010,98.5,98.9,South America
Ecuador,ECU,2011,98.6,98.8,South America
Ecuador,ECU,2012,98.8,98.9,South America
Ecuador,ECU,2013,98.6,98.6,South America
Ecuador,ECU,2014,99.0,99.2,South America
Ecuador,ECU,2015,99.3,98.9,South America
Ecuador,ECU,2016,99.0,99.1,South America
Ecuador,ECU,2017,99.1,99.4,South America
Ecuador,ECU,2018,98.9,99.1,South America
Ecuador,ECU,2019,98.2,98.8,South America
Ecuador,ECU,2020,98.5,99.1,South America
Ecuador,ECU,2021,99.0,99.2,South America
Ecuador,ECU,2022,99.0,99.2,South America
Ecuador,ECU,2023,99.0,99.3,South America
Egypt,EGY,1976,63.0,38.0,Africa
Egypt,EGY,1986,71.0,54.0,Africa
Egypt,EGY,1996,79.0,67.0,Africa
Egypt,EGY,2000,,77.19,Africa
Egypt,EGY,2005,90.0,79.0,Africa
Egypt,EGY,2006,88.0,82.0,Africa
