Entity,Code,Year,Literacy rate among young men,Literacy rate among young women,World region according to OWID
Egypt,EGY,2010,91.0,84.0,Africa
Egypt,EGY,2012,92.0,86.0,Africa
Egypt,EGY,2013,94.0,90.0,Africa
Egypt,EGY,2014,,94.08,Africa
Egypt,EGY,2017,89.0,87.0,Africa
Egypt,EGY,2022,95.51,94.82,Africa
El Salvador,SLV,1992,85.0,85.0,North America
El Salvador,SLV,2000,92.2,92.6,North America
El Salvador,SLV,2001,93.5,93.6,North America
El Salvador,SLV,2002,92.9,93.6,North America
El Salvador,SLV,2003,93.3,93.4,North America
El Salvador,SLV,2004,93.7,94.0,North America
El Salvador,SLV,2005,94.9,94.9,North America
El Salvador,SLV,2006,94.4,95.5,North America
El Salvador,SLV,2007,95.2,95.8,North America
El Salvador,SLV,2008,95.0,96.0,North America
El Salvador,SLV,2009,95.1,96.1,North America
El Salvador,SLV,2010,95.7,96.4,North America
El Salvador,SLV,2011,96.0,97.0,North America
El Salvador,SLV,2012,96.7,97.6,North America
El Salvador,SLV,2013,96.9,97.5,North America
El Salvador,SLV,2014,97.3,98.2,North America
El Salvador,SLV,2015,97.5,98.4,North America
El Salvador,SLV,2016,97.7,98.3,North America
El Salvador,SLV,2017,97.8,98.1,North America
El Salvador,SLV,2018,97.7,98.2,North America
El Salvador,SLV,2019,98.0,98.7,North America
El Salvador,SLV,2020,98.3,98.7,North America
El Salvador,SLV,2021,97.8,98.3,North America
El Salvador,SLV,2022,98.0,98.6,North America
El Salvador,SLV,2023,97.6,98.5,North America
Equatorial Guinea,GNQ,2000,98.0,97.0,Africa
Eritrea,ERI,2002,86.0,69.0,Africa
Eritrea,ERI,2008,91.0,83.0,Africa
Estonia,EST,1989,100.0,100.0,Europe
Estonia,EST,2000,100.0,100.0,Europe
Estonia,EST,2011,100.0,100.0,Europe
Eswatini,SWZ,1976,76.0,75.0,Africa
Eswatini,SWZ,1986,83.0,84.0,Africa
Eswatini,SWZ,2000,91.0,93.0,Africa
Eswatini,SWZ,2006,88.81,93.58,Africa
Eswatini,SWZ,2010,,96.32,Africa
Eswatini,SWZ,2014,,100.0,Africa
Eswatini,SWZ,2022,98.55315,98.77755,Africa
Ethiopia,ETH,1994,39.0,28.0,Africa
Ethiopia,ETH,2000,49.47,27.02,Africa
Ethiopia,ETH,2004,62.0,39.0,Africa
Ethiopia,ETH,2005,60.07,34.06,Africa
Ethiopia,ETH,2007,63.0,47.0,Africa
Ethiopia,ETH,2011,65.08,43.65,Africa
Ethiopia,ETH,2016,79.13417,64.5676,Africa
Ethiopia,ETH,2019,,70.29423,Africa
Europe and Central Asia (WB),,1990,99.29788,98.59226,
Europe and Central Asia (WB),,1991,99.30632,98.63546,
Europe and Central Asia (WB),,1992,99.14109,98.60188,
Europe and Central Asia (WB),,1993,99.14551,98.64055,
Europe and Central Asia (WB),,1994,99.15435,98.69671,
Europe and Central Asia (WB),,1995,99.15745,98.73289,
Europe and Central Asia (WB),,1996,99.16376,98.77194,
Europe and Central Asia (WB),,1997,99.16921,98.8102,
Europe and Central Asia (WB),,1998,99.14203,98.83175,
Europe and Central Asia (WB),,1999,99.12084,98.84616,
Europe and Central Asia (WB),,2000,99.27405,98.82764,
Europe and Central Asia (WB),,2001,99.28998,98.86257,
Europe and Central Asia (WB),,2002,99.34685,98.91292,
Europe and Central Asia (WB),,2003,99.34642,98.93462,
Europe and Central Asia (WB),,2004,99.32986,98.9432,
Europe and Central Asia (WB),,2005,99.37011,99.01076,
Europe and Central Asia (WB),,2006,99.38467,99.02952,
Europe and Central Asia (WB),,2007,99.40214,99.0562,
Europe and Central Asia (WB),,2008,99.41971,99.08809,
Europe and Central Asia (WB),,2009,99.5298,99.31396,
Europe and Central Asia (WB),,2010,99.559,99.38538,
Europe and Central Asia (WB),,2011,99.59864,99.46198,
Europe and Central Asia (WB),,2012,99.62316,99.51233,
Europe and Central Asia (WB),,2013,99.64314,99.5471,
Europe and Central Asia (WB),,2014,99.66125,99.57678,
Europe and Central Asia (WB),,2015,99.66372,99.6026,
Europe and Central Asia (WB),,2016,99.67653,99.6327,
Europe and Central Asia (WB),,2017,99.68803,99.67333,
Europe and Central Asia (WB),,2018,99.73709,99.71808,
Europe and Central Asia (WB),,2019,99.74954,99.74016,
Europe and Central Asia (WB),,2020,99.73968,99.75049,
Europe and Central Asia (WB),,2021,99.75074,99.75854,
Europe and Central Asia (WB),,2022,99.75511,99.76337,
Europe and Central Asia (WB),,2023,99.75977,99.76482,
Europe and Northern America (SDG),,2002,99.47237,99.50273,
Europe and Northern America (SDG),,2003,99.48047,99.5103,
Europe and Northern America (SDG),,2004,99.4866,99.51708,
Europe and Northern America (SDG),,2005,99.49365,99.51734,
Europe and Northern America (SDG),,2006,99.50642,99.51924,
Europe and Northern America (SDG),,2007,99.5034,99.52847,
Europe and Northern America (SDG),,2018,99.66694,99.63965,
Europe and Northern America (SDG),,2019,99.67549,99.64386,
Europe and Northern America (SDG),,2020,99.66568,99.64667,
Europe and Northern America (SDG),,2021,99.67509,99.64984,
Europe and Northern America (SDG),,2022,99.67989,99.65033,
Fiji,FJI,2021,96.11,99.41343,Oceania
Gabon,GAB,1993,94.0,92.0,Africa
Gabon,GAB,2012,94.88,93.77,Africa
Gabon,GAB,2021,94.95532,93.04062,Africa
Gambia,GMB,2000,64.0,41.0,Africa
Gambia,GMB,2006,,48.15,Africa
Gambia,GMB,2013,78.39,65.85,Africa
Gambia,GMB,2015,71.0,64.0,Africa
Gambia,GMB,2018,74.97817,67.01137,Africa
Gambia,GMB,2021,72.01779,62.55218,Africa
Georgia,GEO,2002,100.0,100.0,Asia
Georgia,GEO,2005,,99.9,Asia
Georgia,GEO,2014,100.0,100.0,Asia
Georgia,GEO,2017,100.0,99.0,Asia
Georgia,GEO,2018,99.9046,99.94143,Asia
Georgia,GEO,2022,100.0,100.0,Asia
Georgia,GEO,2023,98.88482,99.8423,Asia
Ghana,GHA,2000,76.0,65.0,Africa
Ghana,GHA,2003,84.77,73.05,Africa
Ghana,GHA,2006,,76.92,Africa
Ghana,GHA,2010,88.0,83.0,Africa
Ghana,GHA,2011,,84.6,Africa
Ghana,GHA,2014,91.17,83.65,Africa
Ghana,GHA,2017,89.77029,85.2477,Africa
Ghana,GHA,2021,91.73803,91.30476,Africa
Greece,GRC,1981,99.0,99.0,Europe
Greece,GRC,1991,99.0,99.0,Europe
Greece,GRC,2001,99.0,99.0,Europe
Greece,GRC,2009,100.0,99.0,Europe
Grenada,GRD,1970,99.0,99.0,North America
Guadeloupe,GLP,1982,98.0,99.0,North America
Guam,GUM,1980,95.0,96.0,Oceania
Guam,GUM,1990,100.0,100.0,Oceania
Guatemala,GTM,1994,82.0,71.0,North America
Guatemala,GTM,2000,87.7,76.3,North America
Guatemala,GTM,2002,86.0,78.0,North America
Guatemala,GTM,2006,91.4,84.8,North America
Guatemala,GTM,2012,95.0,92.0,North America
Guatemala,GTM,2013,94.0,90.0,North America
Guatemala,GTM,2014,94.9,91.9,North America
Guatemala,GTM,2015,96.67467,93.61574,North America
Guatemala,GTM,2018,95.0,94.0,North America
Guatemala,GTM,2022,95.85535,94.21057,North America
Guatemala,GTM,2023,97.3,96.7,North America
Guinea,GIN,1996,44.0,13.0,Africa
Guinea,GIN,2003,59.0,34.0,Africa
Guinea,GIN,2005,64.19,24.12,Africa
Guinea,GIN,2010,38.0,22.0,Africa
Guinea,GIN,2012,71.69,37.24,Africa
Guinea,GIN,2014,57.0,37.0,Africa
Guinea,GIN,2016,,46.62764,Africa
Guinea,GIN,2018,70.0,43.0,Africa
Guinea-Bissau,GNB,1979,60.0,18.0,Africa
Guinea-Bissau,GNB,2000,75.0,46.0,Africa
Guinea-Bissau,GNB,2006,,35.78,Africa
Guinea-Bissau,GNB,2014,,100.0,Africa
Guinea-Bissau,GNB,2019,81.83359,68.58931,Africa
Guinea-Bissau,GNB,2022,86.19711,78.26567,Africa
Guyana,GUY,2006,,100.0,South America
Guyana,GUY,2009,95.71,95.91,South America
Guyana,GUY,2014,,100.0,South America
Guyana,GUY,2020,99.26508,99.02955,South America
Haiti,HTI,1982,51.0,51.0,North America
Haiti,HTI,2003,83.0,81.0,North America
Haiti,HTI,2012,86.55,84.3,North America
Haiti,HTI,2017,88.38471,89.32992,North America
High-income countries,,2004,98.8447,98.70911,
High-income countries,,2005,98.89156,98.75847,
High-income countries,,2020,99.22166,99.28018,
High-income countries,,2021,99.27138,99.30231,
Honduras,HND,2001,89.7,92.7,North America
Honduras,HND,2004,90.2,91.5,North America
Honduras,HND,2005,89.9,93.6,North America
Honduras,HND,2007,93.0,95.0,North America
Honduras,HND,2009,92.6,95.2,North America
Honduras,HND,2010,94.4,95.9,North America
Honduras,HND,2011,94.9,96.9,North America
Honduras,HND,2012,94.0,96.0,North America
Honduras,HND,2013,93.9,96.3,North America
Honduras,HND,2014,95.0,96.3,North America
Honduras,HND,2015,95.0,97.0,North America
Honduras,HND,2016,94.9,97.2,North America
Honduras,HND,2018,94.9,98.2,North America
Honduras,HND,2019,94.8,97.3,North America
Honduras,HND,2023,94.6,96.5,North America
Hungary,HUN,1980,99.0,99.0,Europe
India,IND,1981,66.0,40.0,Asia
India,IND,1991,74.0,49.0,Asia
India,IND,2001,84.0,68.0,Asia
India,IND,2006,88.0,74.0,Asia
India,IND,2011,90.0,82.0,Asia
India,IND,2016,93.55494,86.73757,Asia
India,IND,2020,99.07,90.95,Asia
India,IND,2022,97.0,96.0,Asia
India,IND,2023,98.0,96.0,Asia
Indonesia,IDN,1980,90.0,82.0,Asia
Indonesia,IDN,1990,97.0,95.0,Asia
Indonesia,IDN,2004,99.0,99.0,Asia
Indonesia,IDN,2006,97.0,96.0,Asia
Indonesia,IDN,2008,100.0,99.0,Asia
Indonesia,IDN,2009,100.0,99.0,Asia
Indonesia,IDN,2011,99.0,99.0,Asia
Indonesia,IDN,2014,100.0,100.0,Asia
Indonesia,IDN,2015,100.0,100.0,Asia
Indonesia,IDN,2016,100.0,100.0,Asia
Indonesia,IDN,2017,99.93,99.29,Asia
Indonesia,IDN,2018,100.0,100.0,Asia
Indonesia,IDN,2020,100.0,100.0,Asia
Indonesia,IDN,2022,92.91,94.72,Asia
Iran,IRN,1976,71.0,42.0,Asia
Iran,IRN,1986,85.0,66.0,Asia
Iran,IRN,1991,92.0,81.0,Asia
Iran,IRN,1996,96.0,91.0,Asia
Iran,IRN,2005,98.0,97.0,Asia
Iran,IRN,2006,97.0,96.0,Asia
Iran,IRN,2008,98.0,97.0,Asia
Iran,IRN,2012,98.0,98.0,Asia
Iran,IRN,2013,98.0,97.0,Asia
Iran,IRN,2014,98.0,98.0,Asia
Iran,IRN,2016,98.0,98.0,Asia
Iraq,IRQ,2000,89.0,80.0,Asia
Iraq,IRQ,2006,,72.85,Asia
Iraq,IRQ,2011,,71.93,Asia
Iraq,IRQ,2012,87.0,79.0,Asia
Iraq,IRQ,2014,92.0,86.0,Asia
Iraq,IRQ,2016,93.0,88.0,Asia
Iraq,IRQ,2017,95.0,92.0,Asia
Iraq,IRQ,2018,,87.38115,Asia
Israel,ISR,1983,99.0,98.0,Asia
Italy,ITA,1981,100.0,100.0,Europe
Italy,ITA,2001,100.0,100.0,Europe
Italy,ITA,2011,100.0,100.0,Europe
Italy,ITA,2019,100.0,100.0,Europe
Jamaica,JAM,1999,87.0,96.0,North America
Jamaica,JAM,2005,,99.77,North America
Jamaica,JAM,2011,,99.72,North America
Jamaica,JAM,2022,88.23,99.29619,North America
Jordan,JOR,1979,96.0,85.0,Asia
Jordan,JOR,2003,99.0,99.0,Asia
Jordan,JOR,2005,99.0,99.0,Asia
Jordan,JOR,2007,99.0,99.0,Asia
Jordan,JOR,2010,99.0,99.0,Asia
Jordan,JOR,2011,99.0,99.0,Asia
Jordan,JOR,2012,99.0,99.0,Asia
Jordan,JOR,2018,97.42178,95.90284,Asia
Jordan,JOR,2023,99.0,99.0,Asia
Kazakhstan,KAZ,1989,100.0,99.0,Asia
Kazakhstan,KAZ,1999,100.0,100.0,Asia
Kazakhstan,KAZ,2006,,100.0,Asia
Kazakhstan,KAZ,2009,100.0,100.0,Asia
Kazakhstan,KAZ,2015,,100.0,Asia
Kenya,KEN,2000,93.0,92.0,Africa
Kenya,KEN,2014,94.02,92.31,Africa
Kenya,KEN,2022,96.14752,95.28072,Africa
Kiribati,KIR,2018,95.83073,98.50159,Oceania
Kuwait,KWT,1975,78.0,66.0,Asia
Kuwait,KWT,1980,81.0,76.0,Asia
Kuwait,KWT,1985,91.0,84.0,Asia
Kuwait,KWT,1995,94.0,90.0,Asia
Kuwait,KWT,2005,100.0,100.0,Asia
Kuwait,KWT,2006,99.0,98.0,Asia
Kuwait,KWT,2007,98.0,99.0,Asia
Kuwait,KWT,2008,99.0,99.0,Asia
Kuwait,KWT,2010,99.0,99.0,Asia
Kuwait,KWT,2012,99.0,99.0,Asia
Kuwait,KWT,2013,99.0,99.0,Asia
Kuwait,KWT,2015,99.0,99.0,Asia
Kuwait,KWT,2017,99.0,99.0,Asia
Kuwait,KWT,2018,99.0,100.0,Asia
Kuwait,KWT,2020,99.0,100.0,Asia
Kyrgyzstan,KGZ,1999,100.0,100.0,Asia
Kyrgyzstan,KGZ,2009,100.0,100.0,Asia
Kyrgyzstan,KGZ,2014,,99.79,Asia
Laos,LAO,1995,79.0,64.0,Asia
Laos,LAO,2000,88.0,74.0,Asia
Laos,LAO,2001,83.0,75.0,Asia
Laos,LAO,2005,89.0,79.0,Asia
Laos,LAO,2006,,67.08,Asia
Laos,LAO,2015,94.0,91.0,Asia
Laos,LAO,2017,91.20028,84.4665,Asia
Latin America and Caribbean (WB),,1974,88.63645,86.80742,
Latin America and Caribbean (WB),,1975,88.6294,86.82453,
Latin America and Caribbean (WB),,1976,88.74199,87.22708,
Latin America and Caribbean (WB),,1977,88.82863,87.67547,
Latin America and Caribbean (WB),,1978,88.91357,88.15921,
Latin America and Caribbean (WB),,1979,88.90134,88.52984,
Latin America and Caribbean (WB),,1980,88.79192,88.78442,
Latin America and Caribbean (WB),,1981,88.80603,89.15248,
Latin America and Caribbean (WB),,1982,88.80645,89.50078,
Latin America and Caribbean (WB),,1983,88.81133,89.84306,
Latin America and Caribbean (WB),,1984,88.83096,90.18232,
Latin America and Caribbean (WB),,1985,88.86339,90.52011,
Latin America and Caribbean (WB),,1986,88.89468,90.81932,
Latin America and Caribbean (WB),,1987,89.05892,90.99998,
Latin America and Caribbean (WB),,1988,89.28155,91.37462,
Latin America and Caribbean (WB),,1989,89.48341,91.8275,
Latin America and Caribbean (WB),,1990,89.62017,92.22177,
Latin America and Caribbean (WB),,1991,90.36628,92.7117,
Latin America and Caribbean (WB),,1992,91.10965,93.19154,
Latin America and Caribbean (WB),,1993,91.85488,93.63161,
Latin America and Caribbean (WB),,1994,92.59584,94.06351,
Latin America and Caribbean (WB),,1995,93.34082,94.48672,
Latin America and Caribbean (WB),,1996,93.67079,94.78791,
Latin America and Caribbean (WB),,1997,93.85517,94.84745,
Latin America and Caribbean (WB),,1998,94.119,95.06855,
Latin America and Caribbean (WB),,1999,94.31359,95.3088,
Latin America and Caribbean (WB),,2000,94.49998,95.52891,
Latin America and Caribbean (WB),,2001,94.66916,95.67047,
Latin America and Caribbean (WB),,2002,95.12653,96.00816,
Latin America and Caribbean (WB),,2003,95.97106,96.6719,
Latin America and Caribbean (WB),,2004,96.02989,96.85742,
Latin America and Caribbean (WB),,2005,96.22208,97.04138,
Latin America and Caribbean (WB),,2006,96.45865,97.0112,
Latin America and Caribbean (WB),,2007,96.67873,97.20545,
Latin America and Caribbean (WB),,2008,96.89331,97.37636,
Latin America and Caribbean (WB),,2009,97.12293,97.56849,
Latin America and Caribbean (WB),,2010,96.99602,97.63176,
Latin America and Caribbean (WB),,2011,97.45808,98.0236,
Latin America and Caribbean (WB),,2012,97.6563,98.15077,
Latin America and Caribbean (WB),,2013,97.62371,98.11869,
Latin America and Caribbean (WB),,2014,97.99299,98.40585,
Latin America and Caribbean (WB),,2015,98.05344,98.47674,
Latin America and Caribbean (WB),,2016,98.18215,98.59893,
Latin America and Caribbean (WB),,2017,98.19944,98.55822,
Latin America and Caribbean (WB),,2018,98.28612,98.63194,
Latin America and Caribbean (WB),,2019,98.33218,98.67044,
Latin America and Caribbean (WB),,2020,98.32484,98.66679,
Latin America and Caribbean (WB),,2021,98.37138,98.72587,
Latin America and Caribbean (WB),,2022,98.43216,98.77126,
Latin America and Caribbean (WB),,2023,98.45885,98.80875,
Latin America and the Caribbean (SDG),,1974,88.63671,86.8078,
Latin America and the Caribbean (SDG),,1975,88.62967,86.82491,
Latin America and the Caribbean (SDG),,1976,88.74226,87.22744,
Latin America and the Caribbean (SDG),,1977,88.82889,87.67581,
Latin America and the Caribbean (SDG),,1978,88.91384,88.15953,
Latin America and the Caribbean (SDG),,1979,88.90161,88.53014,
Latin America and the Caribbean (SDG),,1980,88.7922,88.78471,
Latin America and the Caribbean (SDG),,1981,88.8063,89.15275,
Latin America and the Caribbean (SDG),,1982,88.80672,89.50103,
Latin America and the Caribbean (SDG),,1983,88.81159,89.84329,
Latin America and the Caribbean (SDG),,1984,88.83121,90.18253,
Latin America and the Caribbean (SDG),,1985,88.86364,90.52032,
Latin America and the Caribbean (SDG),,1986,88.89493,90.81951,
Latin America and the Caribbean (SDG),,1987,89.05918,91.00017,
Latin America and the Caribbean (SDG),,1988,89.2818,91.3748,
Latin America and the Caribbean (SDG),,1989,89.48365,91.82766,
Latin America and the Caribbean (SDG),,1990,89.6204,92.22191,
Latin America and the Caribbean (SDG),,1991,90.36647,92.71183,
Latin America and the Caribbean (SDG),,1992,91.10981,93.19165,
Latin America and the Caribbean (SDG),,1993,91.85501,93.63171,
Latin America and the Caribbean (SDG),,1994,92.59595,94.06359,
Latin America and the Caribbean (SDG),,1995,93.34091,94.48679,
Latin America and the Caribbean (SDG),,1996,93.67088,94.78797,
Latin America and the Caribbean (SDG),,1997,93.85525,94.84751,
Latin America and the Caribbean (SDG),,1998,94.11908,95.06861,
Latin America and the Caribbean (SDG),,1999,94.31367,95.30886,
Latin America and the Caribbean (SDG),,2000,94.50005,95.52896,
Latin America and the Caribbean (SDG),,2001,94.66923,95.67052,
Latin America and the Caribbean (SDG),,2002,95.1266,96.00821,
Latin America and the Caribbean (SDG),,2003,95.97111,96.67193,
Latin America and the Caribbean (SDG),,2004,96.02994,96.85745,
Latin America and the Caribbean (SDG),,2005,96.22213,97.04141,
Latin America and the Caribbean (SDG),,2006,96.45869,97.01123,
Latin America and the Caribbean (SDG),,2007,96.67877,97.20547,
Latin America and the Caribbean (SDG),,2008,96.89334,97.37639,
Latin America and the Caribbean (SDG),,2009,97.12295,97.56851,
Latin America and the Caribbean (SDG),,2010,96.99604,97.63178,
Latin America and the Caribbean (SDG),,2011,97.4581,98.02361,
Latin America and the Caribbean (SDG),,2012,97.65631,98.15077,
Latin America and the Caribbean (SDG),,2013,97.62372,98.11869,
Latin America and the Caribbean (SDG),,2014,97.99299,98.40585,
Latin America and the Caribbean (SDG),,2015,98.05344,98.47674,
Latin America and the Caribbean (SDG),,2016,98.18215,98.59892,
Latin America and the Caribbean (SDG),,2017,98.19944,98.55821,
Latin America and the Caribbean (SDG),,2018,98.28611,98.63194,
Latin America and the Caribbean (SDG),,2019,98.33217,98.67043,
Latin America and the Caribbean (SDG),,2020,98.32483,98.66678,
Latin America and the Caribbean (SDG),,2021,98.37138,98.72585,
Latin America and the Caribbean (SDG),,2022,98.43215,98.77125,
Latin America and the Caribbean (SDG),,2023,98.45884,98.80874,
Latvia,LVA,1989,100.0,100.0,Europe
Latvia,LVA,2000,100.0,100.0,Europe
Latvia,LVA,2011,100.0,100.0,Europe
Lebanon,LBN,2007,98.0,99.0,Asia
Lebanon,LBN,2009,99.0,99.0,Asia
Lebanon,LBN,2018,98.0,96.0,Asia
Lesotho,LSO,2000,85.0,97.0,Africa
Lesotho,LSO,2006,66.0,85.0,Africa
Lesotho,LSO,2009,82.23,94.25,Africa
Lesotho,LSO,2014,87.37,96.52,Africa
Lesotho,LSO,2016,97.0,100.0,Africa
Lesotho,LSO,2018,92.35318,98.26914,Africa
Liberia,LBR,1984,63.0,34.0,Africa
Liberia,LBR,2007,77.33,51.49,Africa
Liberia,LBR,2013,83.75,63.2,Africa
Libya,LBY,1984,98.0,80.0,Africa
Lithuania,LTU,1989,100.0,100.0,Europe
Lithuania,LTU,2001,100.0,100.0,Europe
Lithuania,LTU,2011,100.0,100.0,Europe
Low-income countries,,1988,66.71126,48.29523,
Low-income countries,,1989,66.95475,48.77668,
Low-income countries,,1990,67.07243,49.3418,
Low-income countries,,1991,66.51073,49.06629,
Low-income countries,,1992,65.81742,48.62732,
Low-income countries,,1993,65.46683,48.67551,
Low-income countries,,1994,65.2399,48.86828,
Low-income countries,,1995,65.38342,49.07685,
Low-income countries,,1996,65.14389,49.51929,
Low-income countries,,1997,65.1523,50.22734,
Low-income countries,,1998,65.44507,50.86919,
Low-income countries,,1999,65.61281,51.3748,
Low-income countries,,2000,65.38389,52.02636,
Low-income countries,,2001,65.59562,52.93063,
Low-income countries,,2002,69.68612,53.16253,
Low-income countries,,2003,69.71195,53.98688,
Low-income countries,,2004,70.33244,54.67853,
Low-income countries,,2005,70.52606,55.26611,
Low-income countries,,2006,69.59228,53.09764,
Low-income countries,,2007,70.68146,55.32036,
Low-income countries,,2008,71.80143,56.8147,
Low-income countries,,2009,72.47431,57.81614,
Low-income countries,,2010,72.70415,59.04808,
Low-income countries,,2011,74.51943,62.78945,
Low-income countries,,2012,75.36368,63.71834,
Low-income countries,,2013,76.16065,65.1674,
Low-income countries,,2014,76.44838,65.83823,
Low-income countries,,2015,76.84152,67.00946,
Low-income countries,,2016,77.04158,68.24464,
Low-income countries,,2017,77.66572,69.65888,
Low-income countries,,2018,77.19465,69.14331,
Low-income countries,,2019,77.0154,69.56879,
Low-income countries,,2020,77.10644,69.91852,
Low-income countries,,2021,77.44955,70.70328,
Low-income countries,,2022,77.73687,71.45326,
Low-income countries,,2023,77.95494,72.08086,
Lower-middle-income countries,,1975,67.62587,44.69813,
Lower-middle-income countries,,1976,67.70277,44.85917,
Lower-middle-income countries,,1977,68.08382,45.75351,
Lower-middle-income countries,,1978,68.39049,46.65274,
Lower-middle-income countries,,1979,68.59643,47.51585,
Lower-middle-income countries,,1980,68.70098,48.29649,
Lower-middle-income countries,,1981,68.80225,49.00895,
Lower-middle-income countries,,1982,68.97708,49.84318,
Lower-middle-income countries,,1983,69.13491,50.57199,
Lower-middle-income countries,,1984,69.30184,51.51703,
Lower-middle-income countries,,1985,69.52071,52.47755,
Lower-middle-income countries,,1986,69.71321,53.3461,
Lower-middle-income countries,,1987,70.18854,54.44793,
Lower-middle-income countries,,1988,72.31447,53.26776,
Lower-middle-income countries,,1989,72.98763,54.62419,
Lower-middle-income countries,,1990,73.60304,55.96173,
Lower-middle-income countries,,1991,74.23516,57.30085,
Lower-middle-income countries,,1992,75.3428,58.55427,
Lower-middle-income countries,,1993,76.36027,59.53925,
Lower-middle-income countries,,1994,77.01993,60.99908,
Lower-middle-income countries,,1995,77.54648,62.32745,
Lower-middle-income countries,,1996,78.18687,63.6672,
Lower-middle-income countries,,1997,78.73385,64.86258,
Lower-middle-income countries,,1998,81.56189,66.68379,
Lower-middle-income countries,,1999,82.18743,68.19439,
Lower-middle-income countries,,2000,82.35816,68.52399,
Lower-middle-income countries,,2001,82.72581,69.86881,
Lower-middle-income countries,,2002,83.10958,71.17077,
Lower-middle-income countries,,2003,84.08785,72.1694,
Lower-middle-income countries,,2004,84.42356,73.45158,
Lower-middle-income countries,,2005,85.40766,73.48987,
Lower-middle-income countries,,2006,84.59039,74.40537,
Lower-middle-income countries,,2007,84.82232,75.41736,
Lower-middle-income countries,,2008,85.33198,76.5123,
Lower-middle-income countries,,2009,85.69521,77.57317,
Lower-middle-income countries,,2010,86.90514,78.85166,
Lower-middle-income countries,,2011,86.92319,79.65332,
Lower-middle-income countries,,2012,87.54859,80.83657,
Lower-middle-income countries,,2013,88.4973,82.33047,
Lower-middle-income countries,,2014,88.8433,83.46157,
Lower-middle-income countries,,2015,89.40439,84.5999,
Lower-middle-income countries,,2016,89.7792,85.41834,
Lower-middle-income countries,,2017,90.19085,85.98297,
Lower-middle-income countries,,2018,90.54972,86.56847,
Lower-middle-income countries,,2019,92.6157,88.42201,
Lower-middle-income countries,,2020,92.83811,88.91847,
Lower-middle-income countries,,2021,93.04316,89.37158,
Lower-middle-income countries,,2022,93.21588,89.82658,
Lower-middle-income countries,,2023,93.37012,90.20733,
Macao,MAC,1981,95.0,94.0,Asia
Macao,MAC,2001,99.0,100.0,Asia
